tx2,gene.name
transcript/106620,sgms1
transcript/106621,rab4b
transcript/106623,syncrip
transcript/106624,myh11a
transcript/106625,cygb2
transcript/106626,lrch1
transcript/106628,gpr17
transcript/106629,nrip1
transcript/106630,pla1a
transcript/106631,u88
transcript/106632,lrrfip2
transcript/106633,med15
transcript/106634,si:ch211-81a5.1
transcript/106635,chrnb1
transcript/106636,tjp1a
transcript/106637,kmt2bb
transcript/106638,ssbp3a
transcript/106640,nop56
transcript/106641,klf6a
transcript/106642,sft2d1
transcript/106643,ovol1a
transcript/106644,rbbp8
transcript/106645,eno3
transcript/106646,minpp1a
transcript/106647,yod1
transcript/106648,mybl2
transcript/106649,macf1
transcript/106650,arid1b
transcript/106651,mras
transcript/106652,atp2a1l
transcript/106653,cct3
transcript/106654,hdlbpa
transcript/106655,chd3
transcript/106656,grip1
transcript/106658,ttn
transcript/106660,enschap00000009633
transcript/106662,ldhd
transcript/106664,riox1
transcript/106665,enschap00000003398
transcript/106667,insm1a
transcript/106668,pdap1
transcript/106669,xkr4
transcript/106670,rnf165b
transcript/106671,rbm26
transcript/106672,ssbp3a
transcript/106673,rab2a
transcript/106674,fus
transcript/106675,kcnip1b
transcript/106676,usp8
transcript/106677,nt5c2b
transcript/106678,si:ch73-127m5.1
transcript/106679,zc3h13
transcript/106680,meis1b
transcript/106681,tardbp
transcript/106682,yaf2
transcript/106683,pank2
transcript/106684,si:dkeyp-114g9.1
transcript/106685,atp6v1c1a
transcript/106686,wrap53
transcript/106687,pmei10
transcript/106688,psap
transcript/106689,oclnb
transcript/106690,orc2
transcript/106691,amt
transcript/106692,atg5
transcript/106693,mmd
transcript/106695,masp2
transcript/106696,prpf8
transcript/106697,dmgdh
transcript/106698,mr1
transcript/106699,smoc1
transcript/106700,surf2
transcript/106701,serpina10a
transcript/106702,tspeara
transcript/106703,vps26b
transcript/106704,mthfd2
transcript/106705,dym
transcript/106706,rad21a
transcript/106707,mctp2a
transcript/106708,pcmt
transcript/106709,bckdha
transcript/106711,enschap00000004079
transcript/106712,slc9a3.2
transcript/106713,ralbb
transcript/106714,fo744833.2
transcript/106715,edaradd
transcript/106716,dtx2
transcript/106717,cu929259.1
transcript/106718,sh3d21
transcript/106719,ppp4r2b
transcript/106720,pde1b
transcript/106721,fosl1a
transcript/106722,alas1
transcript/106723,stau2
transcript/106724,odc1
transcript/106725,ddx3xb
transcript/106726,dph5
transcript/106727,atp11b
transcript/106728,qkia
transcript/106729,myom1
transcript/106731,bpifcl
transcript/106732,ptchd3
transcript/106733,vps51
transcript/106734,aldh9a1a.1
transcript/106735,med25
transcript/106736,eml3
transcript/106737,znf143b
transcript/106738,si:ch73-196l6.5
transcript/106739,si:dkey-239i20.2
transcript/106740,usp30
transcript/106741,ddr1
transcript/106742,mapk14b
transcript/106743,enschap00000037567
transcript/106744,uba3
transcript/106745,med13l
transcript/106746,celf3a
transcript/106747,mtmr7a
transcript/106748,mif4gda
transcript/106749,ap1m1
transcript/106750,tkt
transcript/106752,zfhx3
transcript/106755,cyp26a1
transcript/106756,zmp:0000001102
transcript/106757,txlna
transcript/106758,akap9
transcript/106759,atf6
transcript/106760,gpatch8
transcript/106761,zgc:172315
transcript/106762,pdia4
transcript/106763,cuzd1.1
transcript/106764,abhd4
transcript/106765,trnau1apb
transcript/106766,slc2a2
transcript/106767,fam168b
transcript/106768,adra2c
transcript/106769,cbx3a
transcript/106770,rab19
transcript/106772,armc6
transcript/106773,kdm6a
transcript/106774,enschap00000015434
transcript/106775,dse
transcript/106776,shq1
transcript/106777,jmjd1cb
transcript/106778,pbx4
transcript/106779,v1g187067
transcript/106780,usp53
transcript/106782,kif16ba
transcript/106783,elavl1
transcript/106784,rasgrp2
transcript/106785,rgs5a
transcript/106786,atp1b1a
transcript/106787,rcor1
transcript/106788,sppl3
transcript/106789,zc3h13
transcript/106790,enschap00000015434
transcript/106791,fign
transcript/106792,klf1
transcript/106793,cacna1ib
transcript/106794,acsbg3
transcript/106795,cyp2c
transcript/106796,ccdc113
transcript/106797,g3bp2
transcript/106798,etv6
transcript/106799,sh3d21
transcript/106800,thumpd3
transcript/106801,pdgfa
transcript/106802,ccdc106
transcript/106803,cd48
transcript/106804,mcamb
transcript/106805,pdxk
transcript/106806,enah
transcript/106807,spry1
transcript/106808,nfixb
transcript/106809,mgp4
transcript/106810,ttyh2
transcript/106811,ap1ar
transcript/106812,luzp2
transcript/106813,ik
transcript/106814,fam126a
transcript/106815,scamp3
transcript/106816,zc3h18
transcript/106817,etnk1
transcript/106818,u88
transcript/106821,si:dkey-183j2.10
transcript/106822,csnk2b
transcript/106823,khsrp
transcript/106824,rpusd2
transcript/106825,nelfa
transcript/106826,ccnb1
transcript/106827,puf60b
transcript/106828,ndc80
transcript/106829,sh3gl2
transcript/106830,zmp:0000001102
transcript/106831,enschap00000061276
transcript/106832,cc2d2a
transcript/106833,zfp92
transcript/106834,cdc45
transcript/106835,dapk3
transcript/106836,si:ch211-199b20.3
transcript/106837,exosc10
transcript/106838,arhgef39
transcript/106839,elovl6
transcript/106840,filip1b
transcript/106841,hnf1a
transcript/106842,lpl
transcript/106843,a33
transcript/106844,tmem263-a
transcript/106845,map2k4
transcript/106846,enschap00000048329
transcript/106849,spg21
transcript/106850,cp072
transcript/106851,tjp1a
transcript/106852,enschap00000031536
transcript/106854,apcdd1
transcript/106855,mmd
transcript/106856,slc35c1
transcript/106857,fhl1b
transcript/106858,tmem165
transcript/106859,fscn
transcript/106860,epb41l2
transcript/106861,caap1
transcript/106862,nmt1b
transcript/106863,arih2
transcript/106864,camk2a
transcript/106865,pink1
transcript/106866,oatx
transcript/106867,aldh5a1
transcript/106868,slc5a9
transcript/106869,rbck1
transcript/106870,mapre3b
transcript/106871,sptlc2
transcript/106872,nitr13
transcript/106873,prr33
transcript/106874,perk14
transcript/106876,ryr1b
transcript/106877,srd5a2b
transcript/106878,elmod1
transcript/106879,erlin2
transcript/106880,si:dkey-40m6.8
transcript/106881,macrod1
transcript/106882,enschap00000039528
transcript/106883,frmd4bb
transcript/106884,fra10ac1
transcript/106885,capzb
transcript/106886,mturn
transcript/106887,coq2
transcript/106888,tmem164
transcript/106889,ccar1
transcript/106891,pphln1
transcript/106893,tsnare1
transcript/106894,faah
transcript/106895,ube2s
transcript/106896,rcn1
transcript/106897,lmnb1
transcript/106898,epn1
transcript/106899,aatf
transcript/106900,bcl7a
transcript/106901,dnajb9b
transcript/106902,celf2
transcript/106903,nasp
transcript/106905,si:ch211-91p5.3
transcript/106906,gatad2ab
transcript/106907,mtmr9
transcript/106908,zp3
transcript/106909,ube3c
transcript/106910,zfand5
transcript/106911,armh3
transcript/106912,pbx1b
transcript/106913,elovl6
transcript/106914,slc44a1b
transcript/106915,enschap00000001260
transcript/106916,ahctf1
transcript/106917,zgc:103559
transcript/106918,cpsf1
transcript/106920,nucb2
transcript/106921,arntl2
transcript/106923,sharpin
transcript/106924,pigr
transcript/106927,fignl2
transcript/106928,rgs9a
transcript/106929,cers6
transcript/106930,col1a1
transcript/106931,sfrp1a
transcript/106932,sigirr
transcript/106933,arhgdia
transcript/106934,wnt7aa
transcript/106936,ttn
transcript/106937,myo1ca
transcript/106938,ccl20b
transcript/106939,lmod2
transcript/106940,gmppaa
transcript/106941,cya
transcript/106942,enschap00000015893
transcript/106943,fggy
transcript/106944,u88
transcript/106945,enschap00000038369
transcript/106946,pgpep1
transcript/106947,zgc:162730
transcript/106950,enschap00000012737
transcript/106951,pdk1
transcript/106952,2-Oct
transcript/106953,ring1
transcript/106955,si:ch211-233a24.2
transcript/106956,gstt1b
transcript/106958,rorcb
transcript/106959,si:dkey-33c12.3
transcript/106960,kcnk10a
transcript/106961,usp14
transcript/106963,zc3h13
transcript/106964,cnbpb
transcript/106965,cdc14b
transcript/106966,pacsin1a
transcript/106967,cnbpb
transcript/106968,acsf3
transcript/106969,map6a
transcript/106970,ccnl1a
transcript/106971,ppp4cb
transcript/106973,zmat4b
transcript/106975,uspl1
transcript/106976,puf60b
transcript/106977,mnta
transcript/106978,med26
transcript/106979,dima
transcript/106980,zgc:162698
transcript/106982,znf143b
transcript/106983,stxbp3
transcript/106984,enschap00000044820
transcript/106985,cdc6
transcript/106986,cog8
transcript/106987,atp6ap1la
transcript/106988,trim65
transcript/106989,ess2
transcript/106990,klhl17
transcript/106991,nlrp14
transcript/106993,c4
transcript/106994,os02g0755200
transcript/106995,copb2
transcript/106996,ifi35
transcript/106997,cyb5r1
transcript/106998,gucd1
transcript/106999,cyb5r1
transcript/107000,jup
transcript/107001,fntb
transcript/107002,stxb
transcript/107003,bcl2a
transcript/107004,sf3a1
transcript/107005,lecm2
transcript/107006,slc9a7
transcript/107007,pla2g4c
transcript/107008,sox4
transcript/107009,col1a1
transcript/107010,sccpdha.1
transcript/107012,rnf122
transcript/107014,sema6bb
transcript/107015,slc44a2
transcript/107016,hsd11b2
transcript/107019,jak1
transcript/107021,uafa
transcript/107022,gtpbp6
transcript/107023,tspan36
transcript/107024,fbxo4
transcript/107025,fbxo31
transcript/107027,socs4
transcript/107028,vrk3
transcript/107030,tes
transcript/107032,dennd4c
transcript/107033,fli1b
transcript/107034,eif4a2
transcript/107036,anxa11
transcript/107037,c9orf172
transcript/107038,znf76
transcript/107039,mark2
transcript/107040,pla2g4f.1
transcript/107042,neb
transcript/107043,mybphb
transcript/107044,ryr1b
transcript/107046,gga3a
transcript/107047,cables2a
transcript/107048,u88
transcript/107049,eno2
transcript/107050,tsg101b
transcript/107051,zc3h13
transcript/107052,dnal1
transcript/107053,nst1
transcript/107054,ina
transcript/107055,zdhhc3a
transcript/107056,ap4m1
transcript/107057,rfwd3
transcript/107058,fam222ba
transcript/107059,uba2
transcript/107060,smad2
transcript/107061,pprc1
transcript/107062,idh3g
transcript/107063,csnk1a1
transcript/107064,slc25a28
transcript/107065,sh3bp5b
transcript/107066,mdfic
transcript/107067,med26
transcript/107068,pole
transcript/107069,uox
transcript/107070,akirin1
transcript/107071,ist1
transcript/107072,enschap00000031618
transcript/107073,slc31a1
transcript/107074,tfa
transcript/107075,mtmr4
transcript/107076,gnmt
transcript/107077,vtg3
transcript/107078,ptprm
transcript/107079,enschap00000058641
transcript/107080,soat2
transcript/107081,phykpl
transcript/107082,zgc:162879
transcript/107083,plekha3
transcript/107084,cr855375.5
transcript/107086,igsf3
transcript/107088,u88
transcript/107089,tfpi2
transcript/107090,dio1
transcript/107092,gap-pro-pol
transcript/107093,col10a1b
transcript/107094,wdr32
transcript/107096,u88
transcript/107097,aim1
transcript/107098,adgrf5
transcript/107099,arhgap15
transcript/107100,urgcp
transcript/107101,fmnl1a
transcript/107104,gsdf
transcript/107105,pgm1
transcript/107106,spns2
transcript/107107,plekha7a
transcript/107108,dll4
transcript/107109,tut1
transcript/107110,tpst1
transcript/107111,arf1
transcript/107112,enschap00000035170
transcript/107113,gpt2l
transcript/107114,lcp1
transcript/107115,ccar1
transcript/107116,sept9b
transcript/107117,vasnb
transcript/107118,abat
transcript/107120,ubr3
transcript/107121,ank2
transcript/107122,pdlim7
transcript/107123,arrdc1
transcript/107124,orai1b
transcript/107125,zbed4
transcript/107126,btbd10
transcript/107127,syt11a
transcript/107128,btbd10
transcript/107129,timd4
transcript/107130,elavl3
transcript/107131,dusp8
transcript/107132,zc3h13
transcript/107133,rgs7bpb
transcript/107135,kras
transcript/107136,lmbrd2b
transcript/107137,flnb
transcript/107138,morc3a
transcript/107139,enschap00000008086
transcript/107140,asdurf
transcript/107141,enschap00000036154
transcript/107142,fubp1
transcript/107143,parp16
transcript/107144,zfand5b
transcript/107145,1700094d03rik
transcript/107146,waca
transcript/107148,armc10
transcript/107149,zbtb8b
transcript/107150,fip1l1b
transcript/107151,tfa
transcript/107152,tprxl
transcript/107153,fip1l1b
transcript/107154,hsdl2
transcript/107155,cyp2y3
transcript/107156,apobb.1
transcript/107157,rbm15
transcript/107159,mmp15a
transcript/107161,ftr87
transcript/107162,tfcp2
transcript/107163,tmprss9
transcript/107164,rb1
transcript/107165,btbd11b
transcript/107166,yipf5
transcript/107167,nlrp14
transcript/107168,gimap7
transcript/107169,enschap00000025933
transcript/107170,pdia4
transcript/107171,tbc1d17
transcript/107172,zgc:153733
transcript/107174,acadvl
transcript/107176,lrrc14b
transcript/107177,sphk2
transcript/107178,cgref1
transcript/107179,cd81a
transcript/107181,micos13
transcript/107182,prkar2aa
transcript/107183,got2b
transcript/107184,uba2
transcript/107185,trim65
transcript/107186,oprl1
transcript/107187,trim16
transcript/107188,scamp3
transcript/107189,paox1
transcript/107190,sqleb
transcript/107191,u88
transcript/107192,atp6v1aa
transcript/107193,nfixb
transcript/107194,usp7
transcript/107195,flad1
transcript/107197,slc25a22
transcript/107198,kcna1a
transcript/107199,tmem164
transcript/107200,enschap00000004038
transcript/107201,ubxn6
transcript/107203,xk
transcript/107204,exd1
transcript/107205,mir1257
transcript/107206,pafah1b1a
transcript/107207,abce1
transcript/107208,tmem161a
transcript/107209,mgat4b
transcript/107210,pex19
transcript/107211,hm13
transcript/107212,si:ch1073-416j23.1
transcript/107214,wrb
transcript/107216,rps6kb1
transcript/107218,ugt5a1
transcript/107219,ndufs1
transcript/107220,ipo5
transcript/107221,mllt1
transcript/107222,anos1
transcript/107223,pip5kl1
transcript/107224,gstr
transcript/107225,ica1l
transcript/107226,rabl6b
transcript/107227,hdlbp
transcript/107228,rnft1
transcript/107230,zgc:158846
transcript/107231,slc39a13
transcript/107232,pygl
transcript/107234,myof
transcript/107235,si:dkey-237i9.8
transcript/107236,lama2
transcript/107237,dock6
transcript/107238,lorf2
transcript/107239,sptan1
transcript/107241,huwe1
transcript/107242,ring1
transcript/107243,sh3bgr
transcript/107244,ncaph2
transcript/107245,vstm4a
transcript/107246,hi_0258
transcript/107247,spout1
transcript/107248,cabz01070852.1
transcript/107249,u88
transcript/107250,cybb
transcript/107251,dusp16
transcript/107252,sec14l8
transcript/107253,exoc5
transcript/107254,acss1
transcript/107255,fbxo3
transcript/107256,smg5
transcript/107257,calm2a
transcript/107258,pbx1b
transcript/107259,prkar1b
transcript/107260,rnpc3
transcript/107261,nap1l1
transcript/107263,dbnla
transcript/107265,chn1
transcript/107266,ilrun
transcript/107267,cwc27
transcript/107268,ndufv1
transcript/107269,pkn2
transcript/107270,cyp51
transcript/107271,gtf2a1l
transcript/107272,slc35b4
transcript/107273,dctn2
transcript/107274,chrna6
transcript/107275,eif4eb
transcript/107276,kdm2aa
transcript/107277,acsf3
transcript/107278,cfl2
transcript/107279,kansl1a
transcript/107280,hpxa
transcript/107281,gata6
transcript/107282,itih4
transcript/107284,vtnb
transcript/107285,ankfy1
transcript/107286,mmd
transcript/107287,plg
transcript/107288,rgs5
transcript/107289,tfa
transcript/107290,paqr5a
